-7.689036726951599121e-01,2.947432398796081543e-01,3.666417598724365234e-01,3.901113569736480713e-01,5.428566336631774902e-01,-2.201177030801773071e-01,5.928083062171936035e-01,-7.922392487525939941e-01,1.406844407320022583e-01,-8.004903793334960938e-01
-3.296562731266021729e-01,-5.948254466056823730e-01,6.968905329704284668e-01,-2.564182281494140625e-01,1.261110901832580566e+00,2.904814109206199646e-02,8.813710808753967285e-01,1.089394390583038330e-01,-8.152982592582702637e-01,-9.584156870841979980e-01
2.653926312923431396e-01,-2.189396023750305176e-01,6.898358464241027832e-01,-6.491167545318603516e-01,-5.982138514518737793e-01,5.785935521125793457e-01,9.033828973770141602e-01,-7.914950847625732422e-01,8.528807759284973145e-01,-8.726198077201843262e-01
-1.176939085125923157e-01,-1.575340479612350464e-01,5.595880746841430664e-01,-4.388045668601989746e-01,-1.288516968488693237e-01,1.731946617364883423e-01,5.959899425506591797e-01,-8.102812767028808594e-01,-1.519727557897567749e-01,4.630170166492462158e-01
1.639686226844787598e-01,-3.644205629825592041e-01,-1.912114955484867096e-02,1.486643403768539429e-01,-2.001332789659500122e-01,1.316215544939041138e-01,3.439114987850189209e-02,-1.038529910147190094e-02,2.164733558893203735e-01,-3.012230806052684784e-02
-8.964456319808959961e-01,3.183073997497558594e-01,1.103193238377571106e-01,7.468901276588439941e-01,-3.157162666320800781e-01,3.972287178039550781e-01,9.255778975784778595e-03,-5.801497101783752441e-01,3.432507514953613281e-01,7.331217080354690552e-02
2.307904362678527832e-01,-2.373897135257720947e-01,5.998876690864562988e-01,3.353455960750579834e-01,-6.305009871721267700e-02,-4.262667596340179443e-01,-3.316096067428588867e-01,-3.913848996162414551e-01,-1.014498714357614517e-02,3.112968802452087402e-01
1.536406129598617554e-01,2.920687012374401093e-02,1.252037286758422852e-01,2.023378312587738037e-01,-2.210730016231536865e-01,-3.006890118122100830e-01,-2.458276599645614624e-01,1.558330953121185303e-01,2.628508210182189941e-01,-4.913161098957061768e-01
-4.237740933895111084e-01,8.066864013671875000e-01,2.386601716279983521e-01,-2.106476724147796631e-01,-4.650631248950958252e-01,3.311989605426788330e-01,2.146250307559967041e-01,-3.614473044872283936e-01,9.746777266263961792e-02,-3.615641593933105469e-01
4.098174870014190674e-01,-3.611835539340972900e-01,9.183527231216430664e-01,9.435076266527175903e-02,-5.767639279365539551e-01,-2.381310313940048218e-01,1.432803720235824585e-01,7.041966915130615234e-01,-1.387026906013488770e-01,-7.279394865036010742e-01
3.264630138874053955e-01,-4.401407837867736816e-01,-1.199694991111755371e+00,-3.649135828018188477e-01,6.601761579513549805e-01,6.139629483222961426e-01,5.138322114944458008e-01,9.031343460083007812e-02,4.425734281539916992e-02,1.527333110570907593e-01
4.125838279724121094e-01,-4.078011214733123779e-01,6.863842159509658813e-02,-3.818893432617187500e-01,7.955627888441085815e-02,8.500299453735351562e-01,2.676119804382324219e-01,-1.041175007820129395e+00,3.462755680084228516e-01,-3.190723657608032227e-01
4.089035391807556152e-01,1.103458832949399948e-02,2.658838331699371338e-01,-4.928306043148040771e-01,-3.165901303291320801e-01,1.006931662559509277e+00,1.552249938249588013e-01,-6.491329073905944824e-01,1.497634202241897583e-01,-5.769425034523010254e-01
